tweets,clean_tweets,sentiment,score
"RT @eagle_mist: It's like a sexual offender opening a welfare shelter.
#WorldEnvironmentDay #CocaCola https://t.co/GmpAWEx7sK",rt like sexual offender opening welfa shelter worldenvironmentday cocacola,positive,0.25
"Like, follow and do share.
.
.
.
#drinks #colddrinks #chilleddrinks #cocacola #cocacolaindia #instagram #feed… https://t.co/P33ZqzN2oy",like follow sha drinks colddrinks chilleddrinks cocacola cocacolaindia instagram feed,neutral,0.0
"An ad by #cocacola where grains were spread for pigeons in Saint Mark's Square, #Venice in 1960. #history https://t.co/sj8UWo8erQ",cocacola whe grains spad pigeons saint marks squa venice 1960 history,neutral,0.0
RT @tijdvooreten: Exchanging on Public Private Partnership within obesity prevention https://t.co/3W5oEz1n2z #Epodeinternationalnetwork #Pu…,rt exchanging public private partnership within obesity pvention epodeinternationalnetwork pu,neutral,0.0
"See this Instagram photo by @wolfand_themoon https://t.co/KMbSm80ReO 

#CocaCola https://t.co/xJLumAmYcu",see instagram photo cocacola,neutral,0.0
#Vintage #CocaCola Red Pack #SpecialEdition By #Kaye_Menner #Photography Quality Prints Cards Products at:… https://t.co/HfTOaPr8mF,vintage cocacola pack specialedition kaye_menner photography quality prints cards products,neutral,0.0
RT @KayeMenner: #CocaCola #Glasses #LimitedEditon by #Kaye_Menner #Photography Quality Prints Cards Products at: https://t.co/QPsCa4aA6K  h…,rt cocacola glasses limitedediton kaye_menner photography quality prints cards products,neutral,0.0
#Vintage #CocaCola by #Kaye_Menner #Photography Quality Prints Cards Products at: https://t.co/mI12BDvT7Y  https://t.co/LTxuPY4hev,vintage cocacola kaye_menner photography quality prints cards products,neutral,0.0
#CocaCola #Glasses #BottleTop bases #LimitedEdition by #Kaye_Menner #Photography Quality Prints Cards Products at:… https://t.co/2BpKUin9lv,cocacola glasses bottletop bases limitededition kaye_menner photography quality prints cards products,negative,-0.8
"""Ein Volk, Ein Reich, Ein Getrank"" (""One People, One Realm, One Drink"") read a supposed #Nazi-era #CocaCola ad shar… https://t.co/ba1IJCAxlk",volk getrank people alm drink supposed naziera cocacola shar,neutral,0.0
#CocaCola #Glasses #LimitedEditon by #Kaye_Menner #Photography Quality Prints Cards Products at:… https://t.co/U2u4yl1rFV,cocacola glasses limitedediton kaye_menner photography quality prints cards products,neutral,0.0
@SCEDPprez ... just heard about your county's ban on Coke and thought of one thing... ... Stupid is as stupid does.… https://t.co/zJBydIgCry,heard countys ban coke thought thing stupid stupid,negative,-0.7999999999999999
"It's like a sexual offender opening a welfare shelter.
#WorldEnvironmentDay #CocaCola https://t.co/MQMDuGfsMn https://t.co/GmpAWEx7sK",like sexual offender opening welfa shelter worldenvironmentday cocacola,positive,0.25
"RT @hershydesigns: So I hear @NatalieRacing is a fan of Coca-Cola Tic Tacs...

#Coke #CocaCola @CocaCola @CocaColaRacing @tictac @TicTacUSA…",rt hear fan cocacola tic tacs coke cocacola,neutral,0.0
"RT @80sThen80sNow: Who Remembers Max Headroom?

Some People Thought He Was 
C-C-Cool While Others Thought He Was S-S-Scary.
😁 

#MaxHeadroo…",rt members max headroom people thought cccool others thought ssscary maxheadroo,negative,-0.125
https://t.co/vvhoYke30S #NorthCarolina #SurryCounty bans #CocaCola because James Quinceys calling the #voting law u… https://t.co/D5vgMD3yoP,northcarolina surrycounty bans cocacola james quinceys calling voting law,neutral,0.0
"RT @Beastiarius: Party, party, party :)
#Beast #Disney #BeautyAndTheBeast #CocaCola https://t.co/Ij4Vyfqm90",rt party party party beast disney beautyandthebeast cocacola,neutral,0.0
"Party, party, party :)
#Beast #Disney #BeautyAndTheBeast #CocaCola https://t.co/Ij4Vyfqm90",party party party beast disney beautyandthebeast cocacola,neutral,0.0
"I'M STILL TO WHITE TO DRINK COKE!!!
#Coke  #CocaCola",still white drink coke coke cocacola,neutral,0.0
"RT @CACGraphics: “Belmont Park Coca Cola”🐎🥤
Artwork &amp; accessories for sale-
https://t.co/qCls0JiOzV
#Belmont #NewYork #BelmontStakes #Belmo…",rt belmont park coca cola artwork amp accessories belmont newyork belmontstakes belmo,neutral,0.0
Went to the Movies for the first time since the Pandemic #Cruella #cinema #movies #movietheatre #theatre #Popcorn… https://t.co/uUh4b0FrPM,went movies first time since pandemic cruella cinema movies movietheat theat popcorn,positive,0.25
"“Belmont Park Coca Cola”🐎🥤
Artwork &amp; accessories for sale-
https://t.co/qCls0JiOzV
#Belmont #NewYork #BelmontStakes… https://t.co/w209Ff2udL",belmont park coca cola artwork amp accessories belmont newyork belmontstakes,neutral,0.0
"""Cola Bottle Gummy"" Do you like coke? Do you like gummy candies? Then, you should try to eat these! We also have ""R… https://t.co/C2NXA3AwwN",cola bottle gummy like coke like gummy candies try eat r,neutral,0.0
"What the actual fuck @SurryCounty? You don't want people voting? 
#CocaCola
#VoterSuppression
https://t.co/mWAVfs71l9",actual fuck dont people voting cocacola votersuppssion,negative,-0.2
"RT @MoveToAmend: Math looks good to me (I haven't seen the math).

""#CocaCola Co. is fighting back against a U.S. Tax Court ruling that lef…",rt math looks good havent seen math cocacola co fighting back us tax court ruling lef,positive,0.35
"Math looks good to me (I haven't seen the math).

""#CocaCola Co. is fighting back against a U.S. Tax Court ruling t… https://t.co/IzQ1WyRB1D",math looks good havent seen math cocacola co fighting back us tax court ruling,positive,0.35
"China made PCR test labo in the car. Hundreds of those runs around, suppressed infection. Japan made advertisement… https://t.co/7TK4EPRm2D",china made pcr test labo car hundds runs around suppssed infection japan made advertisement,neutral,0.0
Two favorites #favorite #favorites #cocacola #fenderguitar #fendertelecaster #fender #photography #wallart #guitar… https://t.co/UF4krFWVEU,two favorites favorite favorites cocacola fenderguitar fendertelecaster fender photography wallart guitar,neutral,0.0
"RT @SonnyCaf: Boycott @CocaCola
This antiAmerican company supports illegals over citizens
and is against voter ID.!
#cocacola #VoterID http…",rt boycott antiamerican company supports illegals citizens voter id cocacola voterid http,neutral,0.0
#CocaCola Was Just Banned in This One Southern County https://t.co/ttg2eylMHt,cocacola banned southern county,neutral,0.0
"RT @Capt_Scarlett: If Coca-Cola wants to show it cares about people, climate change and plastic pollution, it will immediately end its toxi…",rt cocacola wants show cas people climate change plastic pollution immediately toxi,neutral,0.0
"So I hear @NatalieRacing is a fan of Coca-Cola Tic Tacs...

#Coke #CocaCola @CocaCola @CocaColaRacing @tictac… https://t.co/JBvgsBV9X4",hear fan cocacola tic tacs coke cocacola,neutral,0.0
"You want a drink try @cocacolaza @cocacola in your cup. Fill it up🥤
#coca #cocacola #cup #lovecocacola @ Rosebank,… https://t.co/frsCkzAMA6",drink try cup fill coca cocacola cup lovecocacola rosebank,neutral,0.0
"🔴Coca-Cola’s vending machines BANNED
due to Coke's extreme politics, Commissioners in #SurryCounty, #NorthCarolina,… https://t.co/9DzviPXnwY",cocacolas vending machines banned due cokes extme politics commissioners surrycounty northcarolina,negative,-0.125
"RT @RecipesAndJoy: #FREE Bottle of #CocaCola on June 15th (Sign Up Now)
https://t.co/R8hkVJVKTT https://t.co/xTyJgK1Q8J",rt fe bottle cocacola june 15th sign,neutral,0.0
"The same conservatives who rail against cancel culture simultaneously perpetuate it themselves.
#CocaCola… https://t.co/LFjx54Evr5",conservatives rail cancel cultu simultaneously perpetuate cocacola,neutral,0.0
"RT @shawnconley: Conservatives: “The leftist cancel culture is toxic!”

Also conservatives: “Ban Coke machines because we don’t like what t…",rt conservatives leftist cancel cultu toxic conservatives ban coke machines dont like,negative,-0.05
"I am now drinking coke.
Thank you for standing up! I will now go out of my way to drink coke!

North Carolina count… https://t.co/9lC1GP98BK",drinking coke thank standing go way drink coke north carolina count,neutral,0.0
"Discover fun facts about IoT device history, and protect your network against the risks they introduce. Contact us… https://t.co/kzdnQKXZln",discover fun facts iot device history protect network risks introduce contact us,positive,0.3
"@CocaCola @CocaColaCo @DietCoke @pepsi 

Fuck #CocaCola 

Drink #PEPSI",fuck cocacola drink pepsi,negative,-0.4
"See this Instagram video by @emel_in_teaching https://t.co/91uNg77ni6 

https://t.co/7S1IU2JnhK

#Marketing #research #cocacola case study",see instagram video marketing search cocacola case study,neutral,0.0
"#Vintage Glass Coca Cola Pitcher Red Lettering Fluted Ice Spout | #eBay #cocacola 
https://t.co/qIPO5tFyJU
(Tweeted… https://t.co/9qdFVbxRKy",vintage glass coca cola pitcher lettering fluted ice spout ebay cocacola tweeted,neutral,0.0
"I met with a business owner who offered me a @CocaCola. “Hey, do you want a coke?” That's how you know it's going t… https://t.co/MKDadJR5a8",business owner offed hey coke thats know going,neutral,0.0
Coca Cola Santa Coke Heavy Mug Glass Stein Vending Machine #Vintage #Christmas | #eBay #cocacola… https://t.co/lE1GoVGCKG,coca cola santa coke heavy mug glass stein vending machine vintage christmas ebay cocacola,neutral,0.0
"Can you tell I live in America?
#usa #marlboro #cocacola #cokezero #america #caffine #black #red #blackandred… https://t.co/dZeiNTPweY",tell live america usa marlboro cocacola cokezero america caffine black blackandd,negative,-0.015151515151515152
RT @werdalnajim: Wow Coca Cola 3L as we are approaching the holidays😱 what a better opportunity a food company can get to encourage custome…,rt wow coca cola 3l approaching holidays better opportunity food company get encourage custome,positive,0.3
"RT @SmittyD9199: 1999 Georgia Green 64 oz Coca Cola Indiana Glass Pitcher #Coke Original Label | #eBay #cocacola #IndianaGlass 
https://t.c…",rt 1999 georgia gen 64 oz coca cola indiana glass pitcher coke original label ebay cocacola indianaglass,neutral,0.0
"Coca-Cola vending machines banned in North Carolina county over company's opposition to Georgia voting law
#News… https://t.co/0jBzndqKiS",cocacola vending machines banned north carolina county companys opposition georgia voting law news,neutral,0.0
#cocacola #extrasmall #imshocked i never thought coke has a #yakult #minion #size 😱😱😱😱😱😱😱 https://t.co/zcgiomIw08,cocacola extrasmall imshocked never thought coke yakult minion size,neutral,0.0
"God knows what the hell they are selling us in regular bottles in the name of soft drinks.
Regular drinks especiall… https://t.co/PUwcd31ApF",god knows hell selling us gular bottles soft drinks gular drinks especiall,positive,0.1
"Just so everybody is aware. 🙌
Photo grabbed from official FB page of CCBPI.

@CocaColaPH 
#cocacola
#cocacolaph… https://t.co/xWRnrxkvqF",everybody awa photo grabbed official fb page ccbpi cocacola cocacolaph,neutral,0.0
Woke hypocrisy is shameful ~ #NorthFace loses all credibility ~  #CocaCola #Delta #Oprah #MeghanAndHarry  .. it jus… https://t.co/LsCzONkwbV,woke hypocrisy shameful northface loses cdibility cocacola delta oprah meghanandharry jus,neutral,0.0
Coca Cola und Salz Experiment! FULL VIDEO #experiment #experimentforyou #fy #fypシ #cocacolaandsalt #share #FolloMe… https://t.co/oSHVRyIH1V,coca cola salz experiment full video experiment experimentforyou fy fypシ cocacolaandsalt sha follome,positive,0.35
Are people used to the #CocaCola flavour or is it really that tasty?,people used cocacola flavour ally tasty,neutral,0.0
This beautiful and pristine ice cold #cocacola #cooler was seen in the Wood and Swink Store in the small rural  com… https://t.co/2YyOeclKBR,beautiful pristine ice cold cocacola cooler seen wood swink small rural,negative,-0.2833333333333333
The #CocaCola company (and other... three? big beverage companies) are fucking putrid. https://t.co/JlXs3DMbrs,cocacola company big beverage companies fucking putrid,negative,-0.2
"Turn Coca-Cola into a ""Rich cola"" using powdered cola &amp; cola tablet✌

We're open today from 1pm to 8pm. 
*Alcohol i… https://t.co/NKM6ygWWjV",turn cocacola rich cola using powded cola amp cola tablet open today 1pm 8pm alcohol,positive,0.1875
"Less flashy then her big sister in Kings Cross.. Coca Cola sign, North Freo style.
#Fremantle #coke #cocacola https://t.co/3hJ5JA3auR",less flashy big sister kings cross coca cola sign north fo style fmantle coke cocacola,negative,-0.05555555555555555
Check out Coca-Cola Always Glass With Coca-Cola Logo 2 sides 12 Oz #CocaCola https://t.co/hNIzl4d3rz via @eBay,check cocacola always glass cocacola logo 2 sides 12 oz cocacola via,neutral,0.0
So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @kflores3 @Brizee1977 #poshmark… https://t.co/cC0vgfYEb8,good sha check items loving poshmark,positive,0.6
"@SafetyPinDaily Hang on... the Capitalists are BANNING-
@CocaCola ?   That is unAmerican. 
CocaCola is loved around… https://t.co/WB5rplmSs2",hang capitalists banning unamerican cocacola loved around,positive,0.5
"Coca-Cola Galvanized Tray. Approximately 16"""" by 11.5"""", 2.25"""" """"deep"""". https://t.co/RYkNSS6TFY

#vintage #coke… https://t.co/L2QSPIBJqU",cocacola galvanized tray approximately 16 115 225 deep vintage coke,neutral,0.0
"Classic """"Drink Coca Cola"""" sign. Tin with cardboard backing. Approximately 8 3/8"""" across, 6.5"""" tall. Excellent c… https://t.co/09kwODkHdS",classic drink coca cola sign tin cardboard backing approximately 8 38 across 65 tall excellent,positive,0.08333333333333333
"Set of 4 clear coca cola glasses. Top is 3"""" diameter, base 2"""" diameter, approximately 6"""" tall.… https://t.co/6aPj85Zoz9",set 4 clear coca cola glasses top 3 diameter base 2 diameter approximately 6 tall,negative,-0.0666666666666667
Going to #universalstudios wearing #Disney Shirt is like going to #CocaCola Museum wearing #PEPSI Shirt,going universalstudios wearing disney shirt like going cocacola museum wearing pepsi shirt,neutral,0.0
"RT @hakunamaatata: Always F.... Coca-Cola !
#EnvironmentDay 
#whenwegonnalearn 
#pollution #profitbeforepeople #savetheplanet #boycottCocaC…",rt always f cocacola environmentday whenwegonnalearn pollution profitbefopeople savetheplanet boycottcocac,neutral,0.0
"Always F.... Coca-Cola !
#EnvironmentDay 
#whenwegonnalearn 
#pollution #profitbeforepeople #savetheplanet… https://t.co/2BhZCJEY0Q",always f cocacola environmentday whenwegonnalearn pollution profitbefopeople savetheplanet,neutral,0.0
Tonight at 7 pm JP Time #LemonSours Part 2 goes out on #YouTube at Japan After Dark! We sample two more #cocacola l… https://t.co/EYXA0DH3NW,tonight 7 pm jp time lemonsours part 2 goes youtube japan dark sample two mo cocacola,negative,-0.15
RT @LilyReflections: Boycott @cokacola #coke #CocaCola https://t.co/5t6OPcqupo,rt boycott coke cocacola,neutral,0.0
"COKE ENERGY: ANOTHER ENERGY DRINK BITES THE DUST
.
While I enjoyed these beverages, the masses do not agree with me… https://t.co/R7Sri1Yvkh",coke energy another energy drink bites dust enjoyed beverages masses age,positive,0.4
nust wanna say ty to the idjuts in NC for blessing my only coke addiction.... #CocaCola https://t.co/kO1i3BIfh4,nust wan say ty idjuts nc blessing coke addiction cocacola,negative,-0.2
Something a little different… large scale VW #m2vintage #m2 #m2machines #vdub #volkswagen #cocacola… https://t.co/CKeVT0zAJ3,something little diffent large scale vw m2vintage m2 m2machines vdub volkswagen cocacola,neutral,0.0
"RT @Holley_Hunter_: ""Olympics Gave Hope to Japan’s L.G.B.T.Q. Activists. But Old Prejudices Die Hard."" by Motoko Rich and Hikari Hida via N…",rt olympics gave hope japans lgbtq activists old pjudices hard motoko rich hikari hida via,positive,0.06111111111111111
Boycott @cokacola #coke #CocaCola https://t.co/5t6OPcqupo,boycott coke cocacola,neutral,0.0
"Cooking time with Cali.... Scoop Scoop 😂

#cooking #cookingstream #twitch #twitchtv #Spoon #fork #food #hungry… https://t.co/cycJxFwq9m",cooking time cali scoop scoop cooking cookingstam twitch twitchtv spoon fork food hungry,neutral,0.0
Watch #video The Cancel Culture Strikes #CocaCola Again. #USA https://t.co/2ZX6f1VhPJ,watch video cancel cultu strikes cocacola usa,neutral,0.0
"RT @FranzMaxz: Global Junk Food: How the Western Food Industry is Making Poor Countries... https://t.co/KwwTS0C37C 
#McDonalds  #dominospiz…",rt global junk food western food industry making poor countries mcdonalds dominospiz,negative,-0.13333333333333333
"#CocaCola is transitioning to 100%#recycledplastic bottles  across its portfolio, reducing the use of new plastic b… https://t.co/t0EnMvOC6D",cocacola transitioning 100cycledplastic bottles across portfolio ducing use new plastic b,positive,0.13636363636363635
"Global Junk Food: How the Western Food Industry is Making Poor Countries... https://t.co/KwwTS0C37C 
#McDonalds… https://t.co/oXQe24hxG8",global junk food western food industry making poor countries mcdonalds,negative,-0.13333333333333333
"RT @MorpheBrushes: 🌼👄🌼👄🌼 Lip in Harmony Mini Lip Gloss Set ($19us) 🌼👄🌼👄 

shades:
🌼 ""All The Feels""
👄 ""Fun Of Hope""
🌼 ""Perfect World""
👄 ""Jo…",rt lip harmony mini lip gloss set 19us shades feels fun hope perfect world,positive,0.65
"RT @SmittyD9199: #Vintage Glass Coca Cola Pitcher Red Lettering Fluted Ice Spout | #eBay #cocacola 
https://t.co/4wK3YXSStk
(Tweeted via ht…",rt vintage glass coca cola pitcher lettering fluted ice spout ebay cocacola tweeted via ht,neutral,0.0
Break snacks! Caffeine! This #cocacola is tasty! https://t.co/194slMqfxl,bak snacks caffeine cocacola tasty,neutral,0.0
"Arguably the dumbest thing I've read today.

https://t.co/VyqmkGucnv

They should also ban Dr. Pepper for practicin… https://t.co/MqWhjXKjMV",arguably dumbest thing ive today ban dr pepper practicin,neutral,0.0
"RT @DalorianDolna: #CocaCola faces backlash over seminar asking staff to ‘be less white’ https://t.co/PfQ7bYTkp7
#AntiWhiteHate
#HateSpeech…",rt cocacola faces backlash seminar asking staff less white antiwhitehate hatespeech,negative,-0.08333333333333333
RT @Suspended_Acct: NC Lawmaker Snowflakes Ban #CocaCola For Dumb Reasons https://t.co/xJlX1H3omS via @HardLensMedia,rt nc lawmaker snowflakes ban cocacola dumb asons via,negative,-0.375
"It's back! Up on our shelves again 😊🍒
The classic Coca-Cola flavoured Cherry Vanilla!
Treat yourself with a can or… https://t.co/fZjWFRIDU1",back shelves classic cocacola flavoud cherry vanilla tat,positive,0.08333333333333333
Coca-Cola Cross Stitch Patterns Coke Trademarks Symbols Slogans for Needlework #CocaCola https://t.co/fCpsjdd2HN vi… https://t.co/hsliMFBDn8,cocacola cross stitch patterns coke trademarks symbols slogans needlework cocacola,neutral,0.0
@parkbogumfamiIy @BOGUMMY 20170511_ #ParkBoGum Endorsement x #CocaCola tvcf behind the scene in Store Active model… https://t.co/zOVJiKA5u9,20170511_ parkbogum endorsement x cocacola tvcf behind scene active model,negative,-0.4
RT @julianasfarm: It makes us sick to see this and think that any of our sweet animals would be treated like this. Thanks to Animal Recover…,rt makes us sick see think sweet animals would tated like thanks animal cover,negative,-0.18214285714285716
"In June we are sharing our collection of: #cocacola
You can see moore of our collection: https://t.co/QrLeLozuYG https://t.co/hfUp7yQrbh",june sharing collection cocacola see moo collection,neutral,0.0
"#DeeKoala Dishes Freestyle Over #CocaCola Beat Cans: Mzansi rapper, #DeeKoala delivers a dope freestyle over… https://t.co/vUIXCloNcQ",deekoala dishes festyle cocacola beat cans mzansi rapper deekoala delivers dope festyle,neutral,0.0
@sullydish The Stonewall uprising was led by Black cis and trans women who thirsted for equal rights throughout their lives. #CocaCola,stonewall uprising led black cis trans women thirsted equal rights throughout lives cocacola,positive,0.06385281385281386
"Coca-Cola sells alcohol in China, what do you care about most? #News #CocaCola - https://t.co/KlGMz4rjqC",cocacola sells alcohol china news cocacola,neutral,0.0
Restaurants will have to Fight to Get and Keep Customers #Foodservice #Grocerant #Cocacola #Pepsi #Starbucks… https://t.co/6fTDQgB3Hb,staurants fight get keep customers foodservice grocerant cocacola pepsi starbucks,neutral,0.0
#Memoir44 game morning where #cocacola provides some added weight to @DaysOfWonder_ #WW2 gamea https://t.co/TAk7C85zeU,memoir44 game morning whe cocacola provides added weight ww2 gamea,negative,-0.4
NC Lawmaker Snowflakes Ban #CocaCola For Dumb Reasons https://t.co/xJlX1H3omS via @HardLensMedia,nc lawmaker snowflakes ban cocacola dumb asons via,negative,-0.375
Vintage Retro Chrome Metal Coca Cola Set W/Pizza Cutter Bottle Opener Ice Tongs | #eBay #cocacola… https://t.co/T3ci6bYTMR,vintage tro chrome metal coca cola set wpizza cutter bottle opener ice tongs ebay cocacola,neutral,0.0
Cool off this summer with a refreshing Coca-Cola at participating retailers and then scan the QR code. Follow the d… https://t.co/pdOdsNTb8v,cool summer fshing cocacola participating tailers scan qr code follow,positive,0.35
This is what happens when an unopened #coke can falls in the kitchen. Lucky us our kids were not there when it happ… https://t.co/zo2kDbiXP6,happens unopened coke falls kitchen lucky us kids happ,neutral,0.0
The “#ShareaCoke” campaign – where #CocaCola replaced its name on bottles with people’s first names – increased Coc… https://t.co/1zZ2T1YtyB,shaacoke campaign whe cocacola placed bottles peoples first names incased coc,positive,0.25
RT @Joekilla__: Lmao “back in my day”  #cocacola #coke https://t.co/NyHJyhvFAJ,rt lmao back day cocacola coke,positive,0.3
RT @YoungDynamo: AMC Jeff Bezos once said there's no difference between investor interest and customer interest AMC may just be the number…,rt amc jeff bezos said thes diffence investor intest customer intest amc may number,neutral,0.0
"RT @AbelFris: Stop drinking #cocacola, it makes people fat, black and white. Stop drinking and buying it. And it's racist. https://t.co/PhV…",rt stop drinking cocacola makes people fat black white stop drinking buying racist,negative,-0.08333333333333333
AMC Jeff Bezos once said there's no difference between investor interest and customer interest AMC may just be the… https://t.co/q9lfzAInad,amc jeff bezos said thes diffence investor intest customer intest amc may,neutral,0.0
"Stop drinking #cocacola, it makes people fat, black and white. Stop drinking and buying it. And it's racist. https://t.co/PhVMZQFZWr",stop drinking cocacola makes people fat black white stop drinking buying racist,negative,-0.08333333333333333
Lmao “back in my day”  #cocacola #coke https://t.co/NyHJyhvFAJ,lmao back day cocacola coke,positive,0.3
"RT @RumorScanner: Fact Check: The claim that the user accounts was hacked as a result of entering the #cocacola scam link is false
https://…",rt fact check claim user accounts hacked sult entering cocacola scam link false,neutral,0.0
"Plastics Weekly highlights: 
- #CocaCola to clean plastic waste from top polluting rivers
-#Starbucks will offer re… https://t.co/vVNyieevwn",plastics weekly highlights cocacola clean plastic waste top polluting rivers starbucks offer,positive,0.43333333333333335
RT @DenotterAuction: We have tons of great collectibles on this week's online #Auction  including some Coca Cola items.  https://t.co/UrX20…,rt tons gat collectibles weeks online auction including coca cola items,neutral,0.0
"Fun fact: Did you know vaccinated people are safe, around other vaccinated people. Isn’t that a duhh #WhatsApp… https://t.co/ryX2R6jXI7",fun fact know vaccinated people safe around vaccinated people isnt duhh whatsapp,positive,0.4
"Best Summer 2021 Coffee? https://t.co/StVOp7ns8M
#cocacola #cola #soda #coffee #coffeebreak #coffeetime… https://t.co/kTV3ZgNpQe",best summer 2021 coffee cocacola cola soda coffee coffeebak coffeetime,positive,1.0
"Fact Check: The claim that the user accounts was hacked as a result of entering the #cocacola scam link is false
https://t.co/Y2Gn1VcOSx",fact check claim user accounts hacked sult entering cocacola scam link false,neutral,0.0
